Code_commune_INSEE;Nom_commune;Code_postal;
26290;ST AGNAN EN VERCORS;26420;
26290;ST AGNAN EN VERCORS;26420;
26291;ST ANDEOL;26150;
26297;ST BONNET DE VALCLERIEUX;26350;
26299;STE CROIX;26150;
26310;ST LAURENT D ONAY;26350;
26313;ST MARCEL LES VALENCE;26320;
26318;ST MAY;26510;
26324;ST PAUL TROIS CHATEAUX;26130;
26337;SAULCE SUR RHONE;26270;
26342;SOLERIEUX;26130;
26344;SOYANS;26400;
26345;SUZE LA ROUSSE;26790;
26348;TAULIGNAN;26770;
26351;LES TONILS;26460;
26355;TRIORS;26750;
26367;VENTEROL;26110;
26372;VERS SUR MEOUGE;26560;
26380;GERVANS;26600;
27008;ALIZAY;27460;
27012;AMFREVILLE LES CHAMPS;27380;
27013;AMFREVILLE SOUS LES MONTS;27380;
27015;ANDE;27430;
27023;AULNAY SUR ITON;27180;
27026;AUTHEVERNES;27420;
27032;CHAMBOIS;27240;
27033;BACQUEPUIS;27930;
27049;MESNIL EN OUCHE;27330;
27049;MESNIL EN OUCHE;27410;
27071;LE BOIS HELLAIN;27260;
27072;BOIS JEROME ST OUEN;27620;
27105;GRAND BOURGTHEROULDE;27520;
27106;BOURNAINVILLE FAVEROLLES;27230;
27115;BREUX SUR AVRE;27570;
27125;CALLEVILLE;27800;
27126;CAMPIGNY;27500;
27127;CANAPPEVILLE;27400;
27133;CAUMONT;27310;
27134;CAUVERVILLE EN ROUMOIS;27350;
27143;CHAMPIGNOLLES;27330;
27146;LA CHAPELLE BAYVEL;27260;
27147;LA CHAPELLE DU BOIS DES FAULX;27930;
27150;LA CHAPELLE REANVILLE;27950;
27151;CHARLEVAL;27380;
27161;CLAVILLE;27180;
27167;CONDE SUR RISLE;27290;
27168;CONNELLES;27430;
27170;CORMEILLES;27260;
27175;CORNY;27700;
27180;COURCELLES SUR SEINE;27940;
27182;COURTEILLES;27130;
27194;CUVERVILLE;27700;
27198;MESNILS SUR ITON;27240;
27200;DARDEZ;27930;
27213;VEXIN SUR EPTE;27420;
27213;VEXIN SUR EPTE;27630;
27216;EMALLEVILLE;27930;
27230;EZY SUR EURE;27530;
27231;FAINS;27120;
27242;LE FIDELAIRE;27190;
27248;FOLLEVILLE;27230;
27258;FORT MOVILLE;27210;
27260;FOULBEC;27210;
27266;FRANQUEVILLE;27800;
27267;FRENEUSE SUR RISLE;27290;
27274;GAILLARDBOIS CRESSENVILLE;27440;
27277;LA BARONNIE;27220;
27280;GAUCIEL;27930;
27285;GIVERNY;27620;
27288;GLOS SUR RISLE;27290;
27290;GOUPILLIERES;27170;
27297;GRANDVILLIERS;27240;
27298;GRAVERON SEMERVILLE;27110;
27304;GUERNY;27720;
27309;L HABIT;27220;
27311;HARCOURT;27800;
27319;LA HAYE DE ROUTOT;27350;
27327;HECTOMARE;27110;
27336;LA HEUNIERE;27950;
27347;HUEST;27930;
27351;INCARVILLE;27400;
27353;IRREVILLE;27930;
27361;LA LANDE ST LEGER;27210;
27365;LERY;27690;
27377;LYONS LA FORET;27480;
59631;WALINCOURT SELVIGNY;59127;
59632;WALLERS;59135;
59639;WARGNIES LE GRAND;59144;
59641;WARHEM;59380;
59643;WARNETON;59560;
59646;WASQUEHAL;59290;
59648;WATTIGNIES;59139;
59650;WATTRELOS;59150;
59653;WAVRIN;59136;
59659;WIGNEHIES;59212;
59663;WORMHOUT;59470;
59669;ZUYTPEENE;59670;
60001;ABANCOURT;60220;
60007;AGNETZ;60600;
60023;ARMANCOURT;60880;
60028;AUMONT EN HALATTE;60300;
60031;AUTHEUIL EN VALOIS;60890;
60032;AUTRECHES;60350;
60034;AVRECHY;60130;
60038;BACHIVILLERS;60240;
60039;BACOUEL;60120;
60045;BARBERY;60810;
60048;BAUGY;60190;
60056;BEAUREPAIRE;60700;
60060;BELLE EGLISE;60540;
60063;BERNEUIL EN BRAY;60390;
60064;BERNEUIL SUR AISNE;60350;
60082;BONNEUIL LES EAUX;60120;
60084;BONNIERES;60112;
60093;BOULOGNE LA GRASSE;60490;
60102;BRENOUILLE;60870;
60114;BUICOURT;60380;
60120;CAMBRONNE LES CLERMONT;60290;
60121;CAMPAGNE;60640;
60134;CAUFFRY;60290;
60135;CAUVIGNY;60730;
60136;CEMPUIS;60210;
60141;CHANTILLY;60500;
60147;CHEVINCOURT;60150;
60156;CLAIROIX;60280;
60168;COURCELLES EPAYELLES;60420;
60185;CROUY EN THELLE;60530;
60194;DARGIES;60210;
60206;ELINCOURT STE MARGUERITE;60157;
60207;EMEVILLE;60123;
60216;ERQUINVILLERS;60130;
60222;ESSUILES;60510;
60224;ETAVIGNY;60620;
60226;EVE;60330;
60235;FLAVACOURT;60590;
60241;FONTAINE CHAALIS;60300;
60242;FONTAINE LAVAGANNE;60690;
60251;FOUQUEROLLES;60510;
60253;FRANCASTEL;60480;
60255;FRENICHES;60640;
60260;FRESNOY LA RIVIERE;60127;
60264;FROCOURT;60000;
60265;FROISSY;60480;
60270;GENVRY;60400;
60271;GERBEROY;60380;
60279;GONDREVILLE;60117;
60282;GOUVIEUX;60270;
60291;GUISCARD;60640;
60292;GURY;60310;
60293;HADANCOURT LE HAUT CLOCHER;60240;
60297;LE HAMEL;60210;
60303;HAUTBOS;60210;
60305;HAUTEFONTAINE;60350;
60306;HECOURT;60380;
60318;HOUDANCOURT;60710;
60321;IVRY LE TEMPLE;60173;
60326;JONQUIERES;60680;
60337;LACHELLE;60190;
60338;LACROIX ST OUEN;60610;
60350;LASSIGNY;60310;
60359;LHERAULE;60650;
60362;LIBERMONT;60640;
60363;LIERVILLE;60240;
60364;LIEUVILLERS;60130;
60370;LORMAISON;60110;
60375;MAIMBEVILLE;60600;
60376;MAISONCELLE ST PIERRE;60112;
60387;MARSEILLE EN BEAUVAISIS;60690;
60393;MELLO;60660;
60400;LE MESNIL SUR BULLES;60130;
60405;MOLIENS;60220;
60420;MONTJAVOULT;60240;
60422;MONTLOGNON;60300;
60427;MONTS;60119;
60428;LE MONT ST ADRIEN;60650;
60429;MORANGLES;60530;
60434;MORTEMER;60490;
60436;MORY MONTCRUX;60120;
60443;MUIRANCOURT;60640;
60448;NEUFCHELLES;60890;
60451;NEUILLY SOUS CLERMONT;60290;
60453;LA NEUVILLE D AUMONT;60790;
60454;LA NEUVILLE EN HEZ;60510;
60456;LA NEUVILLE ROY;60190;
60460;LA NEUVILLE VAULT;60112;
70464;ST GERMAIN;70200;
70466;ST LOUP NANTOUARD;70100;
70471;STE REINE;70700;
70474;ST SULPICE;70110;
70478;SAULX;70240;
70479;SAUVIGNEY LES GRAY;70100;
70483;SCYE;70170;
70490;SERVIGNEY;70240;
70491;SEVEUX;70130;
70516;VALLEROIS LE BOIS;70000;
70523;VARS;70600;
70528;VELESMES ECHEVANNE;70100;
70534;VELLEFRIE;70240;
70537;VELLEMINFROY;70240;
70538;VELLEMOZ;70700;
70550;VESOUL;70000;
70552;VILLAFANS;70110;
70562;VILLERS LA VILLE;70110;
70573;LA VOIVRE;70310;
70583;VY LES FILAIN;70230;
71001;L ABERGEMENT DE CUISERY;71290;
71003;ALLEREY SUR SAONE;71350;
71006;AMANZE;71800;
71007;AMEUGNY;71460;
71008;ANGLURE SOUS DUN;71170;
71009;ANOST;71550;
71010;ANTULLY;71400;
71026;BEAUMONT SUR GROSNE;71240;
71033;BEY;71620;
71038;LES BIZOTS;71710;
71046;LA BOULAYE;71320;
71058;BRESSE SUR GROSNE;71460;
71059;LE BREUIL;71670;
71063;BROYE;71190;
71072;CERSOT;71390;
71073;CHAGNY;71150;
71076;CHALON SUR SAONE;71100;
71081;CHAMPFORGEUIL;71530;
71088;LA CHAPELLE AU MANS;71130;
71089;LA CHAPELLE DE BRAGNY;71240;
71090;LA CHAPELLE DE GUINCHAY;71570;
71091;LA CHAPELLE DU MONT DE FRANCE;71520;
71101;CHARETTE VARENNES;71270;
71110;CHASSIGNY SOUS DUN;71170;
71112;CHATEAU;71250;
71122;CHEILLY LES MARANGES;71150;
71139;COLLONGE EN CHAROLLAIS;71460;
71140;COLLONGE LA MADELEINE;71360;
71145;CORMATIN;71460;
71146;CORTAMBERT;71250;
71148;COUBLANC;71170;
71154;CRISSEY;71530;
71164;CURTIL SOUS BURNAND;71460;
71173;DEVROUZE;71330;
71176;DIGOIN;71160;
71191;ESSERTENNE;71510;
71202;FONTAINES;71150;
71207;FRETTERANS;71270;
71212;GENELARD;71420;
71213;LA GENETE;71290;
71218;GIBLES;71800;
71223;LA GRANDE VERRIERE;71990;
71227;GRURY;71760;
71230;GUEUGNON;71130;
71233;L HOPITAL LE MERCIER;71600;
71242;JONCY;71460;
71249;LAIVES;71240;
71250;LAIZE;71870;
71255;LESME;71140;
71256;LESSARD EN BRESSE;71440;
71261;LOISY;71290;
71262;LONGEPIERRE;71270;
71264;LOURNAND;71250;
71266;LUCENAY L EVEQUE;71540;
71270;MACON;71000;
71270;MACON;71000;
71272;MALAY;71460;
71276;MARCILLY LA GUEURCE;71120;
71278;MARIGNY;71300;
71279;LE ROUSSET MARIZY;71220;
71293;MENETREUIL;71470;
71294;MERCUREY;71640;
71299;MILLY LAMARTINE;71960;
71312;MONTCOY;71620;
71321;MOREY;71510;
71331;NOCHIZE;71600;
71335;OUROUX SOUS LE BOIS STE MARIE;71800;
71341;PALLEAU;71350;
71345;PERONNE;71260;
71348;PERRIGNY SUR LOIRE;71160;
71352;LE PLANOIS;71330;
71353;PLOTTES;71700;
71365;RANCY;71290;
71369;REMIGNY;71150;
71372;ROMANECHE THORINS;71570;
71373;ROMENAY;71470;
71378;RULLY;71150;
71379;SAGY;71580;
71380;SAILLENARD;71580;
71382;ST AGNAN;71160;
61111;COLOMBIERS;61250;
61117;CONDE SUR SARTHE;61250;
61120;COUDEHARD;61160;
61143;DAMIGNY;61250;
61145;DOMFRONT EN POIRAIE;61700;
61146;DOMPIERRE;61700;
61148;DURCET;61100;
61150;ECHAUFFOUR;61370;
61153;ECOUCHE LES VALLEES;61150;
61157;EXMES;61310;
61159;FAY;61390;
61167;LA FERTE EN OUCHE;61550;
61167;LA FERTE EN OUCHE;61550;
61176;FRANCHEVILLE;61570;
61193;LA GONFRIERE;61550;
61194;GOULET;61150;
61197;GUEPREI;61160;
61199;HABLOVILLE;61210;
61208;IRAI;61190;
61209;JOUE DU BOIS;61320;
61211;JUVIGNY VAL D ANDAINE;61330;
61212;JUVIGNY SUR ORNE;61200;
61213;LALACELLE;61320;
61222;LANDISACQ;61100;
61228;LIVAIE;61420;
61230;LONGNY LES VILLAGES;61290;
61230;LONGNY LES VILLAGES;61290;
61237;LOUGE SUR MAIRE;61150;
61251;MARCHEMAISONS;61170;
61257;MEHOUDIN;61410;
61261;LE MENIL BROUT;61250;
61262;LE MENIL CIBOULT;61800;
61265;MENIL GONDOUIN;61210;
61285;MONTGAROULT;61150;
61287;MONTILLY SUR NOIREAU;61100;
61289;MONT ORMEL;61160;
61300;MOUTIERS AU PERCHE;61110;
61304;NEUILLY LE BISSON;61250;
61309;PERCHE EN NOCE;61340;
61309;PERCHE EN NOCE;61340;
61322;PARFONDEVAL;61400;
61328;LE PIN AU HARAS;61310;
61339;PUTANGES LE LAC;61210;
61339;PUTANGES LE LAC;61210;
61339;PUTANGES LE LAC;61210;
61339;PUTANGES LE LAC;61210;
61348;REVEILLON;61400;
61349;RI;61210;
61351;ROIVILLE;61120;
61372;ST CENERI LE GEREI;61250;
61373;STE CERONNE LES MORTAGNE;61380;
61375;BOISCHAMPRE;61570;
61387;ST FRAIMBAULT;61350;
61398;ST GERMAIN LE VIEUX;61390;
61407;STE HONORINE LA CHARDONNE;61430;
61413;ST LAMBERT SUR DIVE;61160;
61435;ST NICOLAS DE SOMMAIRE;61550;
61439;ST OUEN LE BRISOULT;61410;
61446;ST PIERRE DES LOGES;61370;
61448;ST PIERRE LA BRUYERE;61340;
61450;ST QUENTIN DE BLAVOU;61360;
61453;ST SAUVEUR DE CARROUGES;61320;
61456;ST SULPICE SUR RISLE;61300;
61457;ST SYMPHORIEN DES BRUYERES;61300;
61463;LES MONTS D ANDAINE;61600;
61467;SEMALLE;61250;
61474;SILLY EN GOUFFERN;61310;
61479;TANQUES;61150;
61481;TELLIERES LE PLESSIS;61390;
61483;BAGNOLES DE L ORNE NORMANDIE;61600;
61484;VAL AU PERCHE;61260;
61486;TINCHEBRAY BOCAGE;61800;
61491;TOUROUVRE AU PERCHE;61190;
61492;TREMONT;61390;
61499;LES VENTES DE BOURSE;61170;
61504;VILLEBADIN;61310;
61512;LES YVETEAUX;61210;
62005;ACHIET LE GRAND;62121;
62006;ACHIET LE PETIT;62121;
62014;AIRE SUR LA LYS;62120;
62020;ALEMBON;62850;
62024;ALQUINES;62850;
62027;AMBRINES;62127;
62036;ANVIN;62134;
62047;AUBROMETZ;62390;
62050;AUCHY LES HESDIN;62770;
62055;AUDREHEM;62890;
62057;AUDRUICQ;62370;
62059;AUTINGUES;62610;
62060;AUXI LE CHATEAU;62390;
62064;AVESNES LES BAPAUME;62450;
62079;BANCOURT;62450;
62084;BARLY;62810;
62092;BEAUFORT BLAVINCOURT;62810;
62108;BERCK;62600;
62121;BEUGNATRE;62450;
62123;BEUSSENT;62170;
62126;BEUVRY;62660;
62127;BEZINGHEM;62650;
62133;BILLY MONTIGNY;62420;
22264;LA ROCHE DERRIEN;22450;
22265;ROSPEZ;22300;
22271;ST ADRIEN;22390;
22279;ST CARADEC;22600;
22280;ST CARNE;22100;
22287;ST DONAN;22800;
22309;ST LAUNEUC;22230;
22312;ST MADEN;22350;
22313;ST MARTIN DES PRES;22320;
22315;ST MAUDEZ;22980;
22321;ST NICOLAS DU PELEM;22480;
22323;ST POTAN;22550;
22325;ST QUAY PORTRIEUX;22410;
22327;ST SAMSON SUR RANCE;22100;
22331;STE TREPHINE;22480;
22332;ST TRIMOEL;22510;
22342;TREBEDAN;22980;
22346;TREDANIEL;22510;
22356;TREGOMEUR;22590;
22358;TREGONNEAU;22200;
22373;TREOGAN;22340;
22377;TREVENEUC;22410;
22379;TREVOU TREGUIGNEC;22660;
22384;UZEL;22460;
22385;LA VICOMTE SUR RANCE;22690;
22386;LE VIEUX BOURG;22800;
22387;LE VIEUX MARCHE;22420;
22388;VILDE GUINGALAN;22980;
22389;YFFINIAC;22120;
22390;YVIAS;22930;
23005;ARFEUILLE CHATAIN;23700;
23007;ARS;23480;
23009;AUGE;23170;
23013;AUZANCES;23700;
23018;BAZELAT;23160;
23021;BENEVENT L ABBAYE;23210;
23024;BLESSAC;23200;
23025;BONNAT;23220;
23033;LA BRIONNE;23000;
23035;BUDELIERE;23170;
23036;BUSSIERE DUNOISE;23320;
23037;BUSSIERE NOUVELLE;23700;
23042;CEYROUX;23210;
23043;CHAMBERAUD;23480;
23054;CHARRON;23700;
23059;LA CHAUSSADE;23200;
23064;CLUGNAT;23270;
23070;CROZANT;23160;
23086;FRANSECHES;23480;
23091;GIOUX;23500;
23121;MALVAL;23220;
23122;MANSAT LA COURRIERE;23400;
23123;LES MARS;23700;
23129;LA MAZIERE AUX BONS HOMMES;23260;
23134;LE MONTEIL AU VICOMTE;23460;
23136;MORTROUX;23220;
23149;PARSAC RIMONDEIX;23140;
23151;PEYRAT LA NONIERE;23130;
23154;PIONNAT;23140;
23162;ROCHES;23270;
23209;ST LOUP;23130;
23214;ST MARTIAL LE MONT;23150;
23216;ST MARTIN CHATEAU;23460;
23217;ST MARTIN STE CATHERINE;23430;
23223;ST MOREIL;23400;
23227;ST PARDOUX MORTEROLLES;23400;
23228;ST PARDOUX LE NEUF;23200;
23229;ST PARDOUX LES CARDS;23150;
23231;ST PIERRE DE FURSAC;23290;
23237;ST PRIEST PALUS;23400;
23238;ST QUENTIN LA CHABANNE;23500;
23240;ST SILVAIN BAS LE ROC;23600;
23249;ST YRIEIX LA MONTAGNE;23460;
23253;THAURON;23250;
23254;TOULX STE CROIX;23600;
23259;VERNEIGES;23170;
23261;VIERSAT;23170;
23263;VILLARD;23800;
24001;ABJAT SUR BANDIAT;24300;
24010;ANNESSE ET BEAULIEU;24430;
24014;AUBAS;24290;
24015;AUDRIX;24260;
24023;BANEUIL;24150;
24024;BARDOU;24560;
24028;BEAUMONTOIS EN PERIGORD;24440;
24035;PAYS DE BELVES;24170;
24038;BERTRIC BUREE;24320;
24047;LA BOISSIERE D ANS;24640;
24051;BOSSET;24130;
24052;BOUILLAC;24480;
24064;BRANTOME EN PERIGORD;24310;
24064;BRANTOME EN PERIGORD;24310;
24067;LE BUGUE;24260;
24071;BUSSIERE BADIL;24360;
24080;CAPDROT;24540;
24083;CARSAC DE GURSON;24610;
24094;CHALAGNAC;24380;
24098;CHAMPCEVINEL;24750;
24100;CHAMPNIERS ET REILHAC;24360;
24111;LA CHAPELLE MONTMOREAU;24300;
27379;MAINNEVILLE;27150;
27384;MANNEVILLE LA RAOULT;27210;
27391;MARCILLY SUR EURE;27810;
27393;MARTAINVILLE;27210;
27395;MELICOURT;27390;
27397;MENILLES;27120;
27403;LE MESNIL JOURDAIN;27400;
27405;MESNIL SOUS VIENNE;27150;
27411;MOISVILLE;27320;
27416;BUIS SUR DAMVILLE;27240;
27420;MOUFLAINES;27420;
27427;NEAUFLES AUVERGNY;27250;
27434;NOARDS;27560;
27438;NONANCOURT;27320;
27444;LE NOYER EN OUCHE;27410;
27455;PIENCOURT;27230;
27471;PORTE JOIE;27430;
27473;PORT MORT;27940;
27475;LA POTERIE MATHIEU;27560;
27481;PULLAY;27130;
27500;ROUTOT;27350;
27502;RUGLES;27250;
27517;ST AUBIN SUR GAILLON;27600;
27518;ST AUBIN SUR QUILLEBEUF;27680;
27521;ST CHRISTOPHE SUR AVRE;27820;
27523;ST CLAIR D ARCEY;27300;
27525;STE COLOMBE PRES VERNON;27950;
27533;ST DENIS LE FERMENT;27140;
27541;ST GEORGES DU MESNIL;27560;
27542;ST GEORGES DU VIEVRE;27450;
27543;ST GEORGES MOTEL;27710;
27545;ST GERMAIN DE PASQUIER;27370;
27546;ST GERMAIN DES ANGLES;27930;
10412;VILLECHETIF;10410;
10421;LA VILLENEUVE AU CHATELOT;10400;
10401;VENDEUVRE SUR BARSE;10140;
10430;VILLIERS HERBISSE;10700;
10402;LA VENDUE MIGNOT;10800;
10397;VAUCHONVILLIERS;10140;
10427;VILLE SUR ARCE;10110;
10406;VERRIERES;10390;
10414;VILLELOUP;10350;
10409;VILLACERF;10600;
11063;CAMPAGNE SUR AUDE;11260;
11034;BELVEZE DU RAZES;11240;
11029;BELCASTEL ET BUC;11580;
11041;BIZE MINERVOIS;11120;
11043;BOUILHONNAC;11800;
11074;LES CASSES;11320;
11039;LA BEZOLE;11300;
11045;BOURIEGE;11300;
11058;CAILHAU;11240;
11042;BLOMAC;11700;
10431;VILLIERS LE BOIS;10210;
11007;ALBIERES;11330;
11017;ARTIGUES;11140;
11028;BELCAIRE;11340;
10444;VULAINES;10160;
11027;BARBAIRA;11800;
11014;ARMISSAN;11110;
11005;ALAIRAC;11290;
11023;BADENS;11800;
11006;ALBAS;11360;
11080;VAL DE LAMBRONNE;11230;
11083;CAUNETTES EN VAL;11220;
11081;CAUNES MINERVOIS;11160;
11087;CAZALRENOUX;11270;
11104;COUNOZOULS;11140;
11078;CASTELRENG;11300;
11103;COUIZA;11190;
10355;ST NICOLAS LA CHAPELLE;10400;
10392;VALLANT ST GEORGES;10170;
10379;TORCY LE GRAND;10700;
10380;TORCY LE PETIT;10700;
10375;THENNELIERES;10410;
10367;LA SAULSOTTE;10400;
10389;UNIENVILLE;10140;
10383;TRANCAULT;10290;
10371;SOMMEVAL;10320;
10387;TROYES;10000;
85151;MORTAGNE SUR SEVRE;85290;
85154;MOUILLERON ST GERMAIN;85390;
85158;MOUZEUIL ST MARTIN;85370;
85161;NIEUL LE DOLENT;85430;
85162;NIEUL SUR L AUTISE;85240;
85163;NOIRMOUTIER EN L ILE;85330;
85164;NOTRE DAME DE MONTS;85690;
85176;PISSOTTE;85200;
85187;REAUMUR;85700;
85189;NOTRE DAME DE RIEZ;85270;
85191;LA ROCHE SUR YON;85000;
85192;ROCHETREJOUX;85510;
85193;ROSNAY;85320;
85199;ST AUBIN LA PLAINE;85210;
85208;ST DENIS LA CHEVASSE;85170;
85209;ST ETIENNE DE BRILLOUET;85210;
85213;RIVES DE L YON;85310;
85214;STE FOY;85150;
85226;ST HILAIRE DE RIEZ;85270;
85232;ST HILAIRE LE VOUHIS;85480;
60470;NOYERS ST MARTIN;60480;
60471;NOYON;60400;
60481;ORROUY;60129;
60486;PAILLART;60120;
60489;PEROY LES GOMBRIES;60440;
60495;PLAINVAL;60130;
60505;PONTARME;60520;
60507;PONTOISE LES NOYON;60400;
60510;PORCHEUX;60390;
60517;PUISEUX LE HAUBERGER;60540;
60519;QUESMY;60640;
60527;REEZ FOSSE MARTIN;60620;
60529;REMECOURT;60600;
60537;RIBECOURT DRESLINCOURT;60170;
60539;RIEUX;60870;
60541;ROBERVAL;60410;
60545;ROMESCAMPS;60220;
60547;ROSOY;60140;
60552;ROUVILLE;60800;
60555;ROUVROY LES MERLES;60120;
60559;LA RUE ST PIERRE;60510;
60564;SAINS MORAINVILLERS;60420;
60567;ST AUBIN EN BRAY;60650;
60575;STE GENEVIEVE;60730;
60581;ST JUST EN CHAUSSEE;60130;
60611;SENANTES;60650;
60616;SERIFONTAINE;60590;
60617;SERMAIZE;60400;
60625;SUZOY;60400;
60635;THIVERNY;60160;
60642;TRACY LE VAL;60170;
60649;TROUSSURES;60390;
60658;VAUCIENNES;60117;
60669;VERDERONNE;60140;
60681;VILLERS ST BARTHELEMY;60650;
60683;VILLERS ST GENEST;60620;
60690;VILLERS SUR TRIE;60590;
60691;VILLERS VERMONT;60380;
60699;WAMBEZ;60380;
60700;WARLUIS;60430;
60701;WAVIGNIES;60130;
61007;ATHIS VAL DE ROUVRE;61100;
61010;AUBRY LE PANTHOU;61120;
61018;AVERNES ST GOURGON;61470;
61028;BAZOCHES AU HOULME;61210;
61030;LA BAZOQUE;61100;
61050;COUR MAUGIS SUR HUISNE;61110;
61063;BRIOUZE;61220;
61081;CHAILLOUE;61240;
61081;CHAILLOUE;61500;
61084;CHAMPCERIE;61210;
61085;LE CHAMP DE LA PIERRE;61320;
61096;RIVES D ANDAINE;61140;
61101;LE CHATEAU D ALMENECHES;61570;
61103;CHAUMONT;61230;
61116;SABLONS SUR HUISNE;61110;
61118;CORBON;61400;
61123;COULONCES;61160;
61130;COURGEOUT;61560;
61137;CRAMENIL;61220;
61145;DOMFRONT EN POIRAIE;61700;
61153;ECOUCHE LES VALLEES;61150;
61153;ECOUCHE LES VALLEES;61150;
61154;EPERRAIS;61400;
61160;FEINGS;61400;
61167;LA FERTE EN OUCHE;61550;
61168;LA FERTE MACE;61410;
61188;LA GENEVRAIE;61240;
61189;GIEL COURTEILLES;61210;
61210;JOUE DU PLAIN;61150;
61211;JUVIGNY VAL D ANDAINE;61140;
61214;L AIGLE;61300;
61217;LA LANDE DE LOUGE;61210;
61230;LONGNY LES VILLAGES;61290;
61230;LONGNY LES VILLAGES;61290;
61242;LE MAGE;61290;
61264;MENIL FROGER;61240;
61266;LE MENIL GUYON;61170;
61268;MENIL HUBERT EN EXMES;61230;
61272;LE MENIL VICOMTE;61240;
61275;LE MERLERAULT;61240;
61288;MONTMERREI;61570;
61292;MONTSECRET CLAIREFOUGERE;61800;
61294;MORTREE;61570;
61297;MOULINS LA MARCHE;61380;
61298;MOULINS SUR ORNE;61200;
61299;MOUSSONVILLIERS;61190;
61315;OMMEEL;61160;
61325;LA PERRIERE;61360;
61329;LE PIN LA GARENNE;61400;
61332;POINTEL;61220;
61333;PONTCHARDON;61120;
61336;POUVRAI;61130;
61339;PUTANGES LE LAC;61210;
61342;RAI;61270;
61347;RESENLIEU;61230;
61357;ROUPERROUX;61320;
61358;SAI;61200;
61361;ST ANDRE DE BRIOUZE;61220;
61363;ST AQUILIN DE CORBION;61380;
71388;ST AUBIN EN CHAROLLAIS;71430;
71391;ST BERAIN SUR DHEUNE;71510;
71392;ST BOIL;71390;
71394;ST BONNET DE JOUX;71220;
71409;ST EMILAND;71490;
71415;STE FOY;71110;
71416;ST GENGOUX DE SCISSE;71260;
71420;ST GERMAIN DU PLAIN;71370;
71425;ST GILLES;71510;
71426;STE HELENE;71390;
71428;ST IGNY DE ROCHE;71170;
71431;ST JEAN DE TREZY;71490;
71435;ST JULIEN SUR DHEUNE;71210;
71439;ST LEGER LES PARAY;71600;
71441;ST LEGER SOUS LA BUSSIERE;71520;
79172;MAZIERES EN GATINE;79310;
79177;MESSE;79120;
79183;MONTRAVERS;79140;
79196;OIRON;79100;
79216;PRAHECQ;79230;
79217;PRAILLES;79370;
79218;PRESSIGNY;79390;
79226;LE RETAIL;79130;
79235;ST AMAND SUR SEVRE;79700;
79241;ST CHRISTOPHE SUR ROC;79220;
79257;ST HILAIRE LA PALUD;79210;
79267;ST LIN;79420;
79283;STE NEOMAYE;79260;
79290;ST POMPAIN;79160;
79295;ST ROMANS LES MELLE;79500;
79327;THORIGNE;79370;
79335;VALLANS;79270;
79346;LE VERT;79170;
79347;VIENNAY;79200;
79355;VOUILLE;79230;
80013;AIRAINES;80270;
80014;AIZECOURT LE BAS;80240;
80023;ANDECHY;80700;
80029;ARREST;80820;
80032;ASSAINVILLERS;80500;
80038;AUCHONVILLERS;80560;
80040;AUMATRE;80140;
80041;AUMONT;80640;
80044;AUTHIEULE;80600;
80047;AVELUY;80300;
80052;BAIZIEUX;80300;
80055;BARLY;80600;
80061;BEAUCAMPS LE JEUNE;80430;
80062;BEAUCAMPS LE VIEUX;80430;
80068;BEAUMETZ;80370;
80069;BEAUMONT HAMEL;80300;
80070;BEAUQUESNE;80600;
80080;BELLOY EN SANTERRE;80200;
80085;BERNATRE;80370;
80087;BERNAY EN PONTHIEU;80120;
80089;BERNEUIL;80620;
80093;BERTEAUCOURT LES DAMES;80850;
80104;BIENCOURT;80140;
80106;BLANGY SOUS POIX;80290;
80114;BOSQUEL;80160;
80116;BOUCHOIR;80910;
80121;BOUILLANCOURT LA BATAILLE;80500;
80124;BOURSEVILLE;80130;
80126;BOUTTENCOURT;80220;
80130;BOVELLES;80540;
80132;BRACHES;80110;
80133;BRAILLY CORNEHOTTE;80150;
80138;BRESLE;80300;
80148;BUIGNY LES GAMACHES;80220;
80185;CHAMPIEN;80700;
80193;CHIRMONT;80250;
80208;CONTEVILLE;80370;
80211;CONTY;80160;
80215;COULONVILLERS;80135;
80216;COURCELETTE;80300;
80223;CREMERY;80700;
80227;CROIXRAULT;80290;
80228;LE CROTOY;80550;
80230;CURCHY;80190;
80233;DANCOURT POPINCOURT;80700;
80242;DOMART SUR LA LUCE;80110;
80244;DOMINOIS;80120;
80245;DOMLEGER LONGVILLERS;80370;
80246;DOMMARTIN;80440;
80247;DOMPIERRE BECQUINCOURT;80980;
80249;DOMQUEUR;80620;
80253;DOULLENS;80600;
80261;DURY;80480;
80267;ENNEMAIN;80200;
80268;EPAGNE EPAGNETTE;80580;
80273;EPLESSIER;80290;
80276;EQUENNES ERAMECOURT;80290;
80278;ERCHES;80500;
80279;ERCHEU;80400;
80291;ESTREES SUR NOYE;80250;
80296;L ETOILE;80830;
80301;FAMECHON;80290;
80302;FAVEROLLES;80500;
80304;FAY;80200;
80317;FLEURY;80160;
62137;BLANGERVAL BLANGERMONT;62270;
62141;BLESSY;62120;
62142;BLINGEL;62770;
62160;BOULOGNE SUR MER;62200;
62166;BOURS;62550;
62171;BOYAVAL;62134;
62178;BRUAY LA BUISSIERE;62700;
62180;BRIAS;62130;
62181;BUCQUOY;62116;
62182;BUIRE AU BOIS;62390;
62183;BUIRE LE SEC;62870;
62188;BURBURE;62151;
62190;BUSNES;62350;
