Cadre d'exercice professionnel,,,,,,,,mot-clé pour API,,,,,,,Déduction orientation guichet,,,,,,Contrôle de cohérence si activité principale,,,,,liste référénce,,,Métiers d'art,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,,,Régime d'imposition des benefices si typePersonne = P et microEntreprise = false,,,,,,,,,,,,,,Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false,,,,,,,,,,,,SI Type Personne = P et si microentreprise =false,,,,
CodeN1,"Niv. 1 
(Domaine d'activité général)",CodeN2,"Niv. 2
(précision sur le domaine d'activité)",CodeN3,"Niv. 3
(précision du type d'exercice professionnel si besoin)",CodeN4,"Niv. 4
(précision détaillée du type de profession si besoin)",MOT SPECIFIQUE,MOT GENERIQUE,Autres,,mot d'exclusion,Code final,,Affiliation si principale (hors prolongement agricole),Caisse de retraite spéciale,Forme exercice Activité si  effectif < 11 (hors prolongement agricole),Forme exercice d'activité si JQPA non revendiquée (hors proongement agricole),Forme exercice Activité si prolongement agricole,RESEAU ASSISTANCE,Codes APE compatibles,déduction de precisionActivite,"si microEntreprise = true, déduction de regimeImpositionBenefices",,,Affiliateur,Forme d'activité,Encodage ACOSS,,Régime d'imposition des bénéfices,"Si Micro BIC =""null""","Si Réel simplifié BIC =""null""","Si Réel normal BIC = ""null""","Si Régime d'imposition à l'IS = ""true""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""",Si Franchise en base TVA = false ,Si Réel simplifié TVA = false,Si Réel normal TVA = false,Si Mini réel TVA = false ,"Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an",Régime d'imposition des bénéfices (1) ,"Si Déclaration Contrôlée BNC =""null""","Régime Spécial BNC =""null""","Si Régime d'imposition à l'IS = ""true""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""",Si Franchise en base TVA = false ,Si Réel simplifié TVA = false,Si Réel normal TVA = false,Si Mini réel TVA = false ,Assujettissement à la TVA en cas d’opérations imposables sur option = false,"Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an",Option pour la tenue d’une comptabilité créances/dettes,Régime d'imposition des bénéficces (1) ,"Si Micro BA =""null""","SI Réel simplifié BA =""null""",Si Réel normal BA = null,Si Forfait forestier = null,Revenus fonciers,"Si Régime d'imposition à l'IS = ""true"" ","Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""",Exercice d’activités accessoires de nature agricole,Exercice d’activités accessoires de nature agricole et Micro BIC = null,Exercice d’activités accessoires de nature agricole et Réel simplifié BIC = null,Exercice d’activités accessoires de nature agricole et Réel Normal BIC = null,Exercice d’activités accessoires de nature agricole et Spécial BNC = null,“Option pour la tenue d’une comptabilité créances/dettes”,Régime d'imposition à la TVA,Si Remboursement forfaitaire agricole = null,Option particulière à la TVA : Pour la TVA en tant que bailleur de biens ruraux,Option particulière à la TVA : Pour de dépôt d’une déclaration de régularisation portant sur l’exercice comptable,Option particulière à la TVA : Pour le dépôt de déclarations trimestrielles sur la base des recettes réalisées,Option particulière à la TVA : pour le dépôt de déclarations mensuelles sur la base de recettes réalisées,“Régime d’imposition de la TVA (activités accessoires de nature agricole),Si Franchise en base TVA= null,Si Réel simplifié TVA = null,Si Réel normal TVA = null,Assujettissement à la TVA en cas d’opérations imposables sur option,"Option pour le dépôt de déclarations trimestrielles, si TVA inférieure à 4000€/an",Régime d'imposition des bénéfices (1) ,,,Régime d'imposition à la TVA,si Régime simplifié TVA = null
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,01,Culture,11,agrumes,"citron, limette, orange, tangerines, clémentine, mandarine, agrumes, pamplemousse, pomelos, ","aliment,exploitant, cultivateur, agriculteur, producteur, production, culture, alimentation,  maraîcher, exploitation, horticulteur",,,,01010111,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.24Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,01,Culture,12,fruits oléagineux ,"huile, olive, colza, oléagineux, pin, pépin, graisse végétale, noix, ","aliment,exploitant, cultivateur, agriculteur, producteur, production, culture, alimentation,  maraîcher, exploitation, horticulteur",,,,01010112,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.25Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,01,Culture,13,"autres fruits d’arbres ou d’arbustes, fruits à coques","fruits d'arbres, d'arbustes, fruits à coques, noisette, amandes, cacao, noix, cajou, coco, nuts, ","aliment,exploitant, cultivateur, agriculteur, producteur, production, culture, alimentation,  maraîcher, exploitation, horticulteur, fruits, arbre",,,,01010113,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.26Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,01,Culture,14,plantes à boisson ,"boisson, café, thé, maté, cacao, verveine, tisane, herbes, fruits, plante à boisson","exploitant, cultivateur, agriculteur, producteur, production, culture,  exploitation, horticulteur, fruits, arbre",,,,01010114,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.27Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,01,Culture,15,"plantes à épices aromatiques, médicinales et pharmaceutiques","herbe, épice, plante, poivron, piment, origan, persil, ciboulette, thym, médicinale, pharmaceutique, pharmacie, poivre, cannelle, girofle, anis, badiane, fenouil, muscade, macis, amomes, cardamone, gingembre, vanille, houblon, narcotique, chanvre, parfumerie, insecticide, parasiticide, ","exploitant, cultivateur, agriculteur, producteur, production, culture,  exploitation, horticulteur, fruits, arbre, usage",,,,01010115,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.28Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,01,Culture,16,autres cultures permanentes,"hévéas, vannerie, Noël, arbre,sève, culture, permanente","exploitant, cultivateur, agriculteur, producteur, production, culture,  exploitation, horticulteur, fruits, arbre, usage",,,,01010116,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.19Z ; 01.29Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,02,Reproduction de plantes,00,,"reproducteur, plante, plant, reproduction, bouturage, bouture, semence, semis, multiplication, semencier,","exploitant, exploitation, horticulteur",,,,01010200,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.30Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,03,Production animale,01,vaches laitières,"lait, vache, génisse, ","agriculteur, producteur, éleveur, fermier, élevage, ferme, ",,,,01010301,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.41Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,03,Production animale,02,autres bovins et buffles,"bœuf, veau, buffles, taureau, génisse, ","agriculteur, reproducteur, éleveur, fermier, élevage, ferme, élevage, agriculteur, éleveur, ranch",,,,01010302,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.42Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,03,Production animale,03,chevaux et autres équidés,"cheval, ane, jument, poulain, producteur, éleveur, mulets, bardots, haras, écuries, équitation, poney,","agriculteur, reproducteur, éleveur, fermier, élevage, ferme, élevage, agriculteur, éleveur, ranch",,,,01010303,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.43Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,03,Production animale,04,chameaux et autres camélidés ,"chameau, dromadaire, artiodactyles, Bactriane, lama, alpaga, guanaco, vigogne, ","agriculteur, reproducteur, éleveur, fermier, élevage, ferme, élevage, agriculteur, éleveur, ranch, cirque, ",,,,01010304,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.44Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,03,Production animale,05,ovins et caprins,"ovin, caprin, chèvre, brebis, mouton, laine, berger, mouflon, mouflette, argali, ovis, urial, Lacaune, Manech, Basco-Bearnaise, chamois, capra, takin, capricornis, chabin","agriculteur, reproducteur, éleveur, fermier, élevage, ferme, élevage, agriculteur, éleveur,",,,,01010305,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.45Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,03,Production animale,06,porcins ,"porc, sanglier, cochon, laie, phacochère, porcus, babiroussa,  porcula, ","agriculteur, reproducteur, éleveur, fermier, élevage, ferme, élevage, agriculteur, éleveur,",,,,01010306,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.46Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,03,Production animale,07,volailles,"poule, caille, poulet, coq, canard, oie, cailles , pigeon, piegeonneau, poussin, volaille, palmipède, dindon, pintade, œufs, oiseaux, poulailler","agriculteur, reproducteur, éleveur, fermier, élevage, ferme, élevage, agriculteur, éleveur,",,,,01010307,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.47Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,03,Production animale,08,autres animaux,"
 autruches, émeus, oiseaux, animaux, insectes, lapins, animaux à fourrure, cervidés, bisons, rennes, pelleteries,  peaux,reptile, lombriculture, héliciculture, crustacés terrestres, lombric, ver, sériciculture, cocons, apiculture, miel, abeille, animaux de compagnie, exotique, perruche, canari, chat, chien, hamster, 
       ","agriculteur, reproducteur, éleveur, fermier, élevage, ferme, élevage, agriculteur, éleveur,",,,"volaille, ovins, porcin, chevaux, chèvre, vache, bœuf, chameau, ",01010308,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.49Z ; 01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",01,Culture et élevage,04,Culture et élevage associés,00,,RAS,RAS,RAS,,,01010400,,MSA,,Non applicable,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.50Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",02,Activités de soutien aux cultures ,00,,00,,"semeur, planteur,soutien, culture, soutien aux cultures, aide, agricole, semis, plant, plantation, irrigation, germe, graine, terreau, terre, engrais, ",,,,,01020000,,MSA,,COMMERCIALE,COMMERCIALE,ACTIF_AGRICOLE,,01.61Z,Non applicable,Micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,"Agriculture, sylviculture et pêche",03,Activités de soutien à la production animale,01,Activités diverses de soutien à la production animale,00,,"gardien,tonte,repeuplement, soutien, production animale, reproduction, ","aide au rendement d'animaux, croissance des animaux, gardiennage d'animaux, paissance, aide à la ferme",,,,01030100,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),ACTIF_AGRICOLE,,01.62Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",03,Activités de soutien à la production animale,02,Maréchalerie.,00,,"maréchal-ferrand, sabotier, maréchalerie, entretien, cheval, chevaux, équidé","sabot, chevaux, fer à cheval",,,,01030200,,ACOSS,,ARTISANALE_REGLEMENTEE,Non applicable,Non applicable,,01.62Z,Non applicable,Micro BIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",03,Activités de soutien à la production animale,03,Nettoyage de locaux agricoles,00,,"poulailler, ferme, entretien, nettoyage","poulailler, ferme, entretien, nettoyage",,,,01030300,,ACOSS,,ARTISANALE,COMMERCIALE,AGRICOLE (NON ACTIF),,01.62Z,Non applicable,Micro BIC,,,,,,,Micro BIC ,Réel simplifié BIC ,Réel normal BIC ,Option pour l'imposition sur les sociétés IS ,Réel simplifié IS ,Réel normal IS ,Franchise en base TVA ,Réel simplifié TVA ,Réel normal TVA ,Mini réel TVA ,Assujetissement de la TVA en cas d'opérations imposables sur options,Si applicable ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01,"Agriculture, sylviculture et pêche",03,Activités de soutien à la production animale,04," Prise en pension de chevaux, Services de haras, Centre de remise en forme pour équidés  ",00,,"dresseur, éleveur,éducateur,centre équestre, pension chevaux, cheval, manège, ","chevaux, haras, équidé, ane, poulain, jument",,,,01030400,,MSA,,ACTIF_AGRICOLE,ACTIF_AGRICOLE,ACTIF_AGRICOLE,,01.62Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",03,Activités de soutien à la production animale,07,Entretien et soins des animaux d'élevage ,00,,"dresseur, éleveur, vétérinaire, cabinet, soin, animaux, vaccination, piquage, ","chien, chat, poissonn, animaux, elevage, sauvage","vétérinaire, insémination artificiel, entretien d'animaux, castration animale, castreur, inséminateur, tonte, tonseur",,,01030700,,ACOSS,,LIBERALE_NON_REGLEMENTEE,LIBERALE_NON_REGLEMENTEE,ACTIF_AGRICOLE,,01.62Z,Non applicable,Micro BIC,,,,,"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>",,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricol,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
01,"Agriculture, sylviculture et pêche",09,Traitement primaire des récoltes,00,,00,,"récolteur, cueillette, récolte, nettoyage, taille, triage, désinfection, tailleur, egrenage de coton,écabossage, écabosseur, fèves de cacao, feuilles de tabac, paraffineur, paraffinage, séchage, sécheur.","récotle, soutien, travaux, saisonnier, ",,,,01090000,,MSA,,AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),AGRICOLE (NON ACTIF),,01.63Z,Non applicable,Micro BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro BA,Réel simplifié BA,Réel normal BA,Forfait forestier,Si Régime d'imposition à l'IS ,Si applicable,Réel simplifié IS,Réel Normal IS,"Micro BIC


",Réel simplifié BIC ,Réel normal BIC,Spécial BNC,Déclaration contrôlée BNC,Si Spécial BNC = True OU Déclaration contrôlée BNC = True,"Remboursement forfaitaire agricole 

  ",Régime simplifié agricole,Si applicable,Si applicable,Si applicable,Si applicable,Franchise en base TVA,Réel simplifié TVA,Réel normal TVA,Mini-réel TVA,Si applicable,Si applicable,,,,,,,
