Cadre d'exercice professionnel;;;;;;;;;;Déduction orientation guichet;;;;;;Contrôle de cohérence si activité principale;;;;;liste référénce;;;Métiers d'art;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;;;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;;;;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;;;;;;;;SI Type Personne = P et si microentreprise =false;;;;
CodeN1;"Niv. 1 
(Domaine d'activité général)";CodeN2;"Niv. 2
(précision sur le domaine d'activité)";CodeN3;"Niv. 3
(précision du type d'exercice professionnel si besoin)";CodeN4;"Niv. 4
(précision détaillée du type de profession si besoin)";Code final;;Affiliation si principale (hors prolongement agricole);Caisse de retraite spéciale;Forme exercice Activité si  effectif < 11 (hors prolongement agricole);Forme exercice d'activité si JQPA non revendiquée (hors proongement agricole);Forme exercice Activité si prolongement agricole;RESEAU ASSISTANCE;Codes APE compatibles;déduction de precisionActivite;si microEntreprise = true, déduction de regimeImpositionBenefices;;;Affiliateur;Forme d'activité;Encodage ACOSS;Métiers d'art;Régime d'imposition des bénéfices;"Si Micro BIC =""null""";"Si Réel simplifié BIC =""null""";"Si Réel normal BIC = ""null""";"Si Régime d'imposition à l'IS = ""true""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""";Si Franchise en base TVA = false ;Si Réel simplifié TVA = false;Si Réel normal TVA = false;Si Mini réel TVA = false ;Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an;Régime d'imposition des bénéfices (1) ;"Si Déclaration Contrôlée BNC =""null""";"Régime Spécial BNC =""null""";"Si Régime d'imposition à l'IS = ""true""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""";Si Franchise en base TVA = false ;Si Réel simplifié TVA = false;Si Réel normal TVA = false;Si Mini réel TVA = false ;Assujettissement à la TVA en cas d’opérations imposables sur option = false;Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an;Option pour la tenue d’une comptabilité créances/dettes;Régime d'imposition des bénéficces (1) ;"Si Micro BA =""null""";"SI Réel simplifié BA =""null""";Si Réel normal BA = null;Si Forfait forestier = null;Revenus fonciers;"Si Régime d'imposition à l'IS = ""true"" ";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";Exercice d’activités accessoires de nature agricole;Exercice d’activités accessoires de nature agricole et Micro BIC = null;Exercice d’activités accessoires de nature agricole et Réel simplifié BIC = null;Exercice d’activités accessoires de nature agricole et Réel Normal BIC = null;Exercice d’activités accessoires de nature agricole et Spécial BNC = null;“Option pour la tenue d’une comptabilité créances/dettes”;Régime d'imposition à la TVA;Si Remboursement forfaitaire agricole = null;Option particulière à la TVA : Pour la TVA en tant que bailleur de biens ruraux;Option particulière à la TVA : Pour de dépôt d’une déclaration de régularisation portant sur l’exercice comptable;Option particulière à la TVA : Pour le dépôt de déclarations trimestrielles sur la base des recettes réalisées;Option particulière à la TVA : pour le dépôt de déclarations mensuelles sur la base de recettes réalisées;“Régime d’imposition de la TVA (activités accessoires de nature agricole);Si Franchise en base TVA= null;Si Réel simplifié TVA = null;Si Réel normal TVA = null;Assujettissement à la TVA en cas d’opérations imposables sur option;Option pour le dépôt de déclarations trimestrielles, si TVA inférieure à 4000€/an;Régime d'imposition des bénéfices (1) ;;;Régime d'imposition à la TVA;si Régime simplifié TVA = null
07;Activités de services;13;Enseignement;11;Autres enseignements;00;;07131100;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;Non applicable;;85.59B;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;13;Enseignement;12;Activités de soutien à l'enseignement;00;;07131200;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;Non applicable;;85.60Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;01;Activités hospitalières;07140101;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;Non applicable;;86.10Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>1</C44.1.2>
<C44.1.1>SPEPS</C44.1.1>
<C44.1.2>40</C44.1.2>
<C44.1.1>STAPS</C44.1.1>
<C44.1.2>0, 1 ou 2 </C44.1.2>
<C44.1.1>NUMPS</C44.1.1>
<C44.1.2>xxxxxxxxxxx </C44.1.2> (Numéro ADELI 9 caractères numériques ou numéro RPPS (11 caractères numériques)";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;02;Médecin sect 1 généraliste;07140102;;ACOSS;CARMF;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.21Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;05;Médecin sect 1 spécialiste;07140105;;ACOSS;CARMF;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;"86.22A ; 86.22B ; 86.22C";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;[$-422C];Médecin sect 2 régime PAMC;07140122;;ACOSS;CARMF;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;"86.21Z ; 86.22A ; 86.22B ; 86.22C";;Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;[$-423C];Médecin sect 2 régime TI;07140123;;ACOSS;CARMF;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;"86.21Z ; 86.22A ; 86.22B ; 86.22C";;Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;08;Chirurgien-dentiste et autres pratiques dentaires;07140108;;ACOSS;CARCDSF;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.23Z;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;10;Infirmier;07140110;;ACOSS;CARPIMKO;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90D;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;11;Sage-femme;07140111;;ACOSS;CARCDSF;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90D;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;12;Orthophoniste;07140112;;ACOSS;CARPIMKO;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90E;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;13;Orthoptiste;07140113;;ACOSS;CARPIMKO;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90E;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;14;Masseur kinésithérapeute;07140114;;ACOSS;CARPIMKO;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90E;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;15;Pédicure podologue régime TI;07140115;;ACOSS;CARPIMKO;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90E;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;16;Pédicure podologue régime PAMC;07140116;;ACOSS;CARPIMKO;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90E;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;0;;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;17;Chiropracteur, ergothérapeute, ostéopathe, psychomotricien;07140117;;ACOSS;CIPAV;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90E;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;18;Autres activités des professionnels de la rééducation et de l’appareillage;07140118;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;Non applicable;;"86.90E  ; 86.90F";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;19;Psychologue, psychologue-clinicien, psychothérapeute, diététicien;07140119;;ACOSS;CIPAV;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90F;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;20;autres activités de santé humaine;07140120;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;"86.90C  ; 86.90F";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;[$-424C];laboratoire d'analyse médicale dirigé par un médecin;07140124;;ACOSS;CARMF;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90B;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;01;Santé humaine;[$-425C];laboratoire d'analyse médicale dirigé par un pharmacien;07140125;;ACOSS;CAVP;LIBERALE_REGLEMENTEE;LIBERALE_REGLEMENTEE;Non applicable;;86.90B;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>2</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;02;Hébergement médico-social et social;01;Hébergement médicalisé;07140201;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;"87.10A  ; 87.10B  ; 87.10C";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;02;Hébergement médico-social et social;02;Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes;07140202;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;"87.20A ; 87.20B";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;02;Hébergement médico-social et social;03;Hébergement social pour personnes âgées ou handicapées physiques ;07140203;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"87.30A  ; 87.30B";"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;02;Hébergement médico-social et social;04;Hébergement social pour enfants en difficultés ;07140204;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;87.90A;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;02;Hébergement médico-social et social;05;Hébergement social pour adultes et familles en difficultés et autre hébergement social ;07140205;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;87.90B;"""99""
precisionAutre = ""Activité de services""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;14;Social et santé;03;Action sociale sans hébergement;00;;07140300;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;"88.10A  ; 88.10B  ; 88.10C  ; 88.91A  ; 88.91B  ; 88.99A  ; 88.99B";"""99""
precisionAutre = ""Activité de services""";Spécial BNC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07;Activités de services;15;Arts, culture et divertissement;01;Activités créatives, artistiques et de spectacle ;01;Création artistique des céramistes, émailleurs, liciers, vitraillistes et autres métiers d'art;07150101;;ACOSS;;ARTISANALE;COMMERCIALE;AGRICOLE (NON ACTIF);;90.03A;"""99""
precisionAutre = ""Activité de services""";Spécial BNC;07150101;;;;;Maître verrier (Vitrailliste), Sculpteur sur pierre, Fabricant de tapis ou tapisseries, Lissier haute lice, Lissier basse lice, Lissier savonnerie, Fresquiste, Mosaïste, Peintre en décor, Sculpteur sur bois, Sculpteur sur métal, Tourneur sur bois, Tourneur sur métal, Emailleur sur métal, Céramiste, Sculpteur sur terre, Tourneur céramique, Verrier à la main, Souffleur à la canne, Verrier fondeur, Fondeur par fusion (fusing), Fondeur en pâte de verre, Verrier au chalumeau, Souffleur au chalumeau, Fileur au chalumeau, Modeleur au chalumeau, Verrier décorateur, Graveur, Peintre, Sculpteur verre, Tailleur, Parurier floral, Plumassier, Fabricant d’objets en textiles, Fabricant d’objets en papier et/ou carton, Imprimeur, Imprimeur en héliogravure, Imprimeur en lithographie, Imprimeur en sérigraphie, Imprimeur en taille-douce, Fabricant de maquettes;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
